六和城精装三房家私家电齐全，楼下是益田假日广场 欧式风格,4300, 坪山,3室2厅3卫 83㎡ 西北向 精装修 
诚租金地国际公寓 南向厅出阳台 带燃气家私家电齐全 民用水电,10300, 科苑,3室2厅3卫 83.20㎡ 南向 精装修 
兴华苑！小区安静！位置好！,5500, 龙华,3室2厅3卫 108.96㎡ 南向 豪华装修 
和黄懿花园别墅，品质小区，身心享受，双外语学校配置，商超配套,14000, 观澜,7室3厅7卫 183㎡ 东南向 精装修 
怡瑞山居便宜2房，伶包入住，看房方便，业主急租,3600, 慢城,2室2厅2卫 66㎡ 南向 精装修 
整租前海明珠 2室1厅 南,5000, 前海,2室1厅2卫 60.00㎡ 南向 精装修 
大空间复式 西丽地铁F口 366大街边上 封闭式管理,3300, 西丽,1室1厅1卫 38㎡ 东南向 精装修 
大世纪花园 安静看花园 近木棉湾地铁 全齐家私电器 急租,4780, 木棉湾,3室2厅3卫 91.00㎡ 西北向 精装修 
布吉华浩源精装俩房，随时拎包入住，户型好,4500, 慢城,2室2厅2卫 81㎡ 南向 精装修 
精装2房户型方正拎包入住,4000, 大芬,2室2厅2卫 70.00㎡ 南向 精装修 
沃尔玛，新小区，拎包入住，一次出租,7100, 新安,3室2厅3卫 89㎡ 南向 豪华装修 
实图实价！塘朗地铁站 西丽宝能城豪华装五房 全屋高档家私家电,20000, 大学城,5室2厅5卫 151.00㎡ 南向 豪华装修 
蓝钻精装单间 家私齐全拎包入住,1300, 龙岗中心城,1室1卫 36㎡ 东南向 精装修 
真实实图 后海市场旁大社区榆园方正精装大三房 全齐安静南北通,6400, 蛇口,3室2厅3卫 90㎡ 南向 精装修 
家电全齐，豪装三房，有密码随时看房，价格可谈,4000, 后亭,3室2厅3卫 89.00㎡ 南向 精装修 
港城华庭3室    HOLD住你！随时入住 ！,6500, 皇岗,3室2厅3卫 69.48㎡ 西南向 简单装修 
潜龙鑫茂花园(C区) 1室1厅1卫,2150, 梅林关口,1室1厅1卫 28㎡ 南向 精装修 
真!! 南山村 精装单间  拎包入住 合同跟房东签 客户好价,1940, 南山地铁口,1室1卫 23.00㎡ 西向 精装修 
单间带厨房 莱英花园  独门独户 安静舒适,2100, 白石洲,1室 18.00㎡ 西向 精装修 
华南西苑平层两房 精装修高楼层 租金3600,3600, 平湖,2室2厅2卫 75㎡ 北向 精装修 
宝龙花园 1室0厅1卫,1400, 布吉街,1室1卫 16㎡ 东向 精装修 
双龙地铁口 大单间带阳台户型 精装修 家居家电齐全 随时入住,650, 南联,1室1卫 25㎡ 南向 精装修 
御河堤(城滨雅苑) 1室1厅1卫 4700元月 配套齐全,4700, 上步,1室1厅1卫 38㎡ 南向 精装修 
带新莲小学  北环中学两房出租  位置好，安静,6000, 莲花北,2室2厅2卫 68㎡ 南北向 简单装修 
韵动家园 2室1厅1卫,5300, 上沙,2室1厅2卫 80㎡ 南向 精装修 
无缝接地铁物业1房，大阳台户型方正配套齐全，即时拎包入住,4200, 下梅林,1室1厅1卫 43㎡ 东南向 精装修 
深圳CBD！身份与地位象征！全新酒店式公寓与国际明星做邻居！,3000, 石厦,1室1卫 25㎡ 南北向 精装修 
丽湖花园  上水径地铁口2室出租 带电梯  有家私 拎包入住,3000, 丽湖,2室2厅2卫 60.29㎡ 南向 简单装修 
怀德峰景 1室1厅1卫,1850, 福永,1室1厅1卫 43㎡ 南向 精装修 
翻身地铁500米精装大单间，家私家电齐全拎包入住,2380, 宝安中心区,1室1卫 25.00㎡ 南向 精装修 
个人房东 一室一厅 大户型 采光好 龙华富士康附近 拎包住,1600, 油松,1室1厅1卫 45㎡ 南向 精装修 
想离上班近且性价比高的看过来 精装公寓 近地铁 户户带阳台,2200, 坪洲,1室1厅1卫 30㎡ 南向 精装修 
园岭新苑 3室1厅1卫,2500, 惠州,3室1厅3卫 90㎡ 南向 精装修 
深大 高新园 上班白领看过来大新地铁站 单间仅需1980,2280, 东莞,1室1卫 22㎡ 东南向 简单装修 
水尾三区 2室1厅1卫 2800元月 45平 南北通透,2800, 民治,2室1厅2卫 45㎡ 南向 精装修 
适合一家人居住，采光好,1500, 大浪,2室1厅2卫 60㎡ 南向 简单装修 
康达尔花园 2室2厅1卫,2700, 大芬,2室2厅2卫 75㎡ 南向 精装修 
坂田 华利豪庭 家电齐全 采光好 出门就是5号线五和地铁口,2050, 坂田,1室1卫 18.00㎡ 西向 精装修 
前海湾南山后海上班的，近十一号线桥头精装两房特惠，拎包入住,2180, 桃园,2室1厅2卫 30㎡ 南向 豪华装修 
8月专属800元一室一厅 隔音效果好 硅谷动力  限时优惠,1000, 观澜,1室1厅1卫 20㎡ 南向 精装修 
皇御苑(一期) 1室0厅1卫,4100, 皇岗,1室1卫 31㎡ 西南向 精装修 
5号线地铁450米 温馨两房一厅 带阳台 家私齐全 拎包入住,3680, 新安,2室2厅2卫 58.00㎡ 南北向 精装修 
汇海广场 天虹商场 精装公寓 采光通风 家电齐全 拎包入住,600, 美丽365花园,1室1卫 14㎡ 南向 精装修 
点看看！向南东村 白住1个月，卧室通风也好~,2100, 南山地铁口,1室1卫 23.00㎡ 西向 精装修 
新塘坑村小区 1室1厅1卫,1900, 横岗,1室1厅1卫 35㎡ 南向 精装修 
福田COCO PARK对面，中海华庭，精装3房2厅，出租,16500, 福田中心区,3室2厅3卫 121.55㎡ 西南向 精装修 
7号线地铁口一房一厅精美户型家私电齐拎包入住,2380, 车公庙,1室1厅1卫 20㎡ 南向 精装修 
金源大厦 1室0厅1卫,1500, 国贸,1室1卫 25㎡ 南向 简单装修 
房子名称,房子价格,房子地段,房子简介
清湖地铁口，豪华装修电梯单间，押一付一,1980, 龙华区政府,1室1卫 30㎡ 东向 豪华装修 
免中介 4号线龙胜地铁口 大开间 带阳台 拎包入住,1299, 龙华,1室1卫 33㎡ 南向 精装修 
西丽双地铁口 留仙居 大两房 业主诚心出租,5800, 西丽,2室2厅2卫 72.00㎡ 南向 精装修 
康桥花园紫郡 大气3房，西北朝向，采光好，精装修，拎包入住,5300, 丹竹头,3室2厅3卫 98.78㎡ 北向 精装修 
环岛丽园正规两房出租，交通便利，带有花园，舒适安静,7300, 黄贝岭,2室2厅2卫 70㎡ 南向 简单装修 
马家龙豪方卉园小三房  现在是空房也可以配齐 真 价 格,5200, 南头,3室2厅3卫 88㎡ 东南向 精装修 
近科技园 西丽留仙洞总部基地 万科云城精准全齐四房 随时看房,13000, 西丽,4室2厅4卫 135㎡ 西南向 精装修 
3号线 丹竹头 地铁站 豪华公寓 采光通风 家电齐全拎包入住,1680, 丹竹头,1室1卫 22㎡ 南北向 豪华装修 
限时特价鸿荣源壹成中心5区 家具齐全 精装修 随时看房,6700, 龙华,3室2厅3卫 73.90㎡ 东北向 简单装修 
可作为企业员工房 2人间  4人间 家电齐全  价格优惠,800, 观澜,1室1卫 12㎡ 南向 精装修 
金桥花园，居家两房，业主诚心出租，看房方便,2500, 龙华,2室1厅2卫 58㎡ 南向 精装修 
石岩云熙谷精装俩房 拎包入住家具齐全 随时看房,4000, 石岩,2室2厅2卫 78㎡ 南北向 精装修 
电梯高楼层三房出租装修漂亮采光非常好住家安静,4500, 木棉湾,3室2厅3卫 99.9㎡ 北向 精装修 
真 房源，前海铂寓 精装三房，看房方便，有锁匙，4300元,4300, 西乡,3室2厅3卫 89.00㎡ 东向 精装修 
西丽品牌公寓 带阳台 拎包入住,1380, 大学城,1室1卫 20㎡ 北向 精装修 
信义逸翠园，3房全齐出租，近百外春雷，周边配套成熟,5800, 信义,3室2厅3卫 105.00㎡ 南向 精装修 
三联弓村汇海广场旁精致青年公寓家私设备齐全直租,650, 龙华,1室1卫 18㎡ 南向 精装修 
大冲都市 繁华地带 高楼层通风采光好,10000, 大冲,2室1厅2卫 80㎡ 南向 精装修 
松元河南新村 1室0厅1卫,700, 观澜,1室1卫 18㎡ 南向 精装修 
信义金御半山 4室2厅1卫 9000元月 88平 电梯房,8500, 百鸽笼,4室2厅4卫 88.5㎡ 东向 精装修 
车公庙 庆泰公寓 防盗电子锁！风格装修！干净无味！免费打扫,2270, 车公庙,1室1卫 20.00㎡ 西向 精装修 
整租海印长城 2室1厅 南,9300, 南山中心区,2室1厅2卫 81.00㎡ 南向 精装修 
星港同创汇 1室1厅1卫,1500, 福永,1室1厅1卫 36㎡ 南北向 精装修 
新！全盛紫云庭   高端品质花园小区精致生活成熟配套,3800, 龙岗中心城,4室2厅4卫 89㎡ 南向 精装修 
物业直租 龙井地铁口 青年公寓精装大单间 家电齐全 随时看房,2300, 白石洲,1室1卫 30㎡ 南向 精装修 
民治地铁站 梅花山庄 4层大别墅 带地下室 家私齐全拎包即住,20000, 民治,5室3厅5卫 600㎡ 南北向 精装修 
楼村 1室0厅1卫,550, 光明,1室1卫 20㎡ 南向 精装修 
精装大2房，业主诚心出租，看房提前预约,4950, 百鸽笼,2室2厅2卫 75㎡ 南向 精装修 
一套方大城旁欧陆经典大4室2厅南北,7000, 桃源村,4室2厅4卫 126.6㎡ 南向 精装修 
海富花园！地铁口，高层，户型方正，拎包入住,5500, 黄贝岭,2室2厅2卫 72㎡ 北向 简单装修 
万象新天(一期) 3室2厅1卫,4400, 固戍,3室2厅3卫 76㎡ 南向 精装修 
塘尾站 精装修 家电齐全拎包入住，押一付一，停车免费,1000, 沙井,1室1卫 30㎡ 南向 精装修 
近地铁福田上梅林直达好停车可押一可长短租可养宠物,1898, 上梅林,1室1卫 15㎡ 东南向 精装修 
湖馨苑 1室1厅1卫 3500元月 43平 电梯房,3500, 笋岗,1室1厅1卫 43㎡ 南向 精装修 
南园新村六坊3号小区 3室1厅1卫,5600, 南山中心区,3室1厅3卫 85㎡ 南向 简单装修 
中信一期两房，业主城租可拎包入住,5000, 领航城,2室2厅2卫 66.70㎡ 西南向 精装修 
白芒 近南岗工业区 公寓房招租 家电齐全 公交直达南山科技园,1280, 西丽,1室1卫 22㎡ 南向 精装修 
急 业主直租 精装修 拎包入住 一房一厅 单间 价格优惠,1400, 南油,1室1卫 13.89㎡ 南向 精装修 
长龙花园 1室0厅1卫,1580, 布吉关,1室1卫 25㎡ 南向 豪华装修 
青春家园 三房8300元 南山书城 海岸城 真实图片拎包入住,8300, 南山中心区,3室2厅3卫 85㎡ 南向 精装修 
双地铁站，香蜜楼   精装修，,1900, 景田北,1室1卫 15㎡ 南向 精装修 
六约地铁口振业城别墅，居家方便，交通便利，高品质生活值得拥有,15000, 横岗,3室2厅3卫 175㎡ 南北向 精装修 
桃源村(一期) 3室2厅1卫,5800, 桃源村,3室2厅3卫 74㎡ 南北向 精装修 
少点套路给彼此一点信任电联微聊,2000, 坂田,1室1厅1卫 35㎡ 南向 精装修 
华茂苑专家精装修 2室 让您找到家的温馨,6500, 上梅林,2室2厅2卫 75.00㎡ 南北向 精装修 
香蜜时代 VR实拍房源 近地铁 有钥匙 全齐出租 拎包入住,4700, 香蜜湖,1室1卫 36㎡ 南向 精装修 
缘来居 1室0厅1卫,4500, 科技园,1室1卫 30㎡ 南向 精装修 
本人现场拍摄，小清新3房，居家装修，家电齐全，拎包入住,3300, 平湖,3室2厅3卫 89.00㎡ 南向 精装修 
梅村楼 1室0厅1卫 1320元月 南北通透 14平,1320, 上梅林,1室1卫 14㎡ 南北向 精装修 
坂田禾坪岗 1室0厅1卫,800, 坂田,1室1卫 21㎡ 南北向 豪华装修 
房子名称,房子价格,房子地段,房子简介
万科云城三房两厅两卫出租 家私家电齐全 看好即可入住 已经空,9500, 西丽,3室1厅3卫 100.00㎡ 南向 精装修 
泰华锦绣城 81平大两房 5800元月 配套齐全,5800, 翻身路,2室2厅2卫 81.2㎡ 南向 精装修 
急租房 精装3房拎包入住 看房随时可以 保养很好,3800, 龙岗中心城,3室2厅3卫 71㎡ 南向 精装修 
嘉汇新城 全新配置 拎包入住 次新小区 随时看房 双地铁口,6400, 华强北,2室1厅2卫 60㎡ 东南向 精装修 
可办固定车位月卡石岩汽车站旁 上屋置业对面下排村豪装电梯三房,2800, 石岩,3室2厅3卫 120㎡ 南向 豪华装修 
安峦公馆 安托山物业 豪华装修 可空房可配齐 价格好谈,18000, 农科中心,3室2厅3卫 126.94㎡ 南北向 精装修 
4号线红山站 龙光玖钻 红山6979  华业玫瑰 天虹商场,4300, 民治,1室2厅1卫 39㎡ 西南向 精装修 
宝安区固戍地铁口 华胜小学附近 公交直达南山 间间带阳台，,2200, 桃源居,2室1厅2卫 50㎡ 南北向 精装修 
房东大放价 现在订房还免七天房租 固戍近地铁 独立厨卫0中介,850, 固戍,1室1卫 15㎡ 南北向 精装修 
固戍地铁1号线，家私家电齐全，采光好，南北通透，拎包入住,1780, 固戍,1室1卫 32㎡ 南北向 精装修 
真房源 保真 润恒尚园 精装四房全齐出租。。。,8000, 西乡,3室2厅3卫 115㎡ 南向 精装修 
福苑 交通生活便利，田心小学旁优生活，独享个人私密空间,3300, 沙头角,1室1厅1卫 37.30㎡ 北向 精装修 
真价格，南向两房低楼层，仅租4300，看房方便，性价比高,4300, 莲塘,2室2厅2卫 60㎡ 南向 精装修 
首月免租 管家直租 近龙华汽车站 清湖地铁站 电梯房拎包入住,1800, 龙华区政府,2室1厅2卫 58㎡ 东南向 精装修 
大运668米高楼旁 采光好视野宽阔 周边配套成熟,3200, 大运,2室2厅2卫 66㎡ 北向 精装修 
龙光玖云著，复式公寓精装修，独立卫生间，开放式厨房诚心出租,2500, 坪山,2室1厅2卫 37㎡ 西北向 精装修 
双地铁口，三大改造，中国四大行坐落周边，生活很方便,6800, 信义,3室2厅3卫 96㎡ 南向 精装修 
红树绿洲 电梯房 精装 带空调 看上就能租 无中介,2060, 保税区,1室1卫 23.00㎡ 西向 精装修 
新活力花园 2室2厅1卫,5400, 下梅林,2室2厅2卫 89㎡ 南向 简单装修 
疫情特惠直降500罗湖大剧院广场北小区精装修一房一厅,2300, 蔡屋围,1室1厅1卫 40㎡ 南向 精装修 
高档公寓 交通便利 家私电器齐全 地处繁华商圈 拎包入住,1800, 龙华,2室1厅2卫 70㎡ 南向 精装修 
有故事的房子 花心思的家 近地铁站家私家电齐,3500, 民治,2室1厅2卫 60㎡ 南向 精装修 
仓前锦福苑(北区) 1室0厅1卫,2800, 南山医院,1室1卫 30㎡ 南向 精装修 
万科四季花城三期精装三房出租，看房方便,5500, 坂田,3室2厅3卫 74㎡ 东向 精装修 
5号线翻身地铁豪华1房1厅 宝安交通运输局公交站 拎包入住,3080, 翻身路,1室1厅1卫 38.00㎡ 南向 精装修 
1近地铁，交通便利，门口就有公交站      2公寓,2000, 石岩,2室1厅2卫 60㎡ 南向 精装修 
大唐时代公寓 1室1厅1卫,1300, 清湖,1室1厅1卫 30㎡ 南北向 简单装修 
05年花园社区，户型方正实用，车位充足,4800, 车公庙,1室1厅1卫 41.72㎡ 北向 精装修 
南联地铁口，平层两房公寓,3100, 龙岗中心城,2室2厅2卫 52㎡ 东向 精装修 
置地逸轩   一房两房三房都有 喜欢的微我,3399, 人民南,1室1卫 18㎡ 南向 豪华装修 
招商果岭花园 3室2厅1卫,6200, 西乡,3室2厅3卫 86㎡ 南向 精装修 
1号线坪洲站无中介 家私家电齐全，拎包入住，带阳台,1980, 坪洲,1室1卫 34.00㎡ 南向 精装修 
金域蓝湾精装三房诚意出租，一线海景景观，拎包入住,9700, 上沙,3室2厅3卫 94.15㎡ 南向 精装修 
碧海公寓，房屋干净清爽，户型佳，为您呈现家的感觉,1280, 西乡,1室1卫 33.00㎡ 南向 精装修 
花样年花乡 1室1厅1卫,4500, 宝体,1室1厅1卫 38㎡ 南向 精装修 
平湖熙景城小区房 精美复式 采光好 押一付一 带车位,980, 平湖,1室1厅1卫 35㎡ 南向 精装修 
精装朝南3房2厅 家私家电齐全 佳兆业小区环境好停车方便,4800, 盐田,3室2厅3卫 89㎡ 东南向 豪华装修 
近万联广场 石岩汽车站,780, 石岩,1室1卫 15㎡ 南北向 精装修 
大唐时代公寓 1室0厅1卫,900, 清湖,1室1卫 20㎡ 南北向 
5号线洪浪北地铁口附近 单间 可押一付 好房不等人 停车方便,1580, 新安,1室1卫 28㎡ 东南向 精装修 
新上房源 豪华大两房 安静舒适 采光好 性价比高 看房方便,4500, 笋岗,2室1厅2卫 65㎡ 南向 精装修 
佳兆业新都汇精装一房，木棉湾地铁线直线50米，全齐出租拎包住,3800, 木棉湾,1室1厅1卫 45㎡ 东南向 精装修 
创兴时代 2室1厅1卫,2980, 坂田,2室1厅2卫 40㎡ 南向 豪华装修 
民治 翔龙御庭 防盗电子锁！风格装修！干净无味！免费打扫,1640, 民治,1室1卫 21.00㎡ 西向 精装修 
华南西苑精装大三房。配置齐全领包即住，仅，租4300一个月。,4300, 平湖,3室2厅3卫 111㎡ 西南向 精装修 
面朝大海 天健时尚空间 精装两居室 朝南海景房,6000, 宝华,2室2厅2卫 69.64㎡ 南向 精装修 
西乡盐田新一村 1室1厅1卫,1880, 碧海湾,1室1厅1卫 30㎡ 南向 精装修 
精装单间 大阳台 景田北 万科城市花园 业主直租 随时看房,2210, 景田北,1室1卫 18.00㎡ 西向 精装修 
公明南庄 看房方便 价格实惠 户户精装修 装修美丽 温馨舒适,650, 公明,1室1卫 28㎡ 南向 豪华装修 
华盛君荟名庭 3室1厅1卫,10500, 东门,3室1厅3卫 76.21㎡ 东南向 精装修 
房子名称,房子价格,房子地段,房子简介
龙华汽车站附近 一房一厅 精装修电梯房 带阳台家私全,1799, 龙华,1室1厅1卫 30㎡ 南向 精装修 
新出房源（3房2卫精装修）楼下地铁口商场,9000, 农科中心,3室2厅3卫 90.00㎡ 南向 精装修 
全景落地窗首出租精装修全新家私家电配套齐全智能锁,5000, 八卦岭,1室1厅1卫 40㎡ 东南向 豪华装修 
观澜湖晓峰居独栋，新精装大花园，带泳池，电影院.西班牙风格,30000, 观澜,5室3厅5卫 260㎡ 南向 精装修 
中兆花园 3室2厅1厨1卫62.87m整租,3200, 丹竹头,3室2厅3卫 62.87㎡ 南向 精装修 
后瑞地铁站500米   精装修公寓   交通便利,1700, 宝安机场,1室1卫 20㎡ 南向 精装修 
南山中心区2室豪华装修，南光城市花园,6000, 南山中心区,2室1厅2卫 49.0㎡ 东北向 豪华装修 
华龙新村 1室0厅1卫 1100元月 南北通透 精装修,1100, 布吉街,1室1卫 26㎡ 东南向 精装修 
业主我朋友 随时签合同 家私家电齐全 随时入住,2000, 东门,1室1厅1卫 20㎡ 东向 简单装修 
龙华地铁站，鸿荣源壹城中心精装3房 壹方天地商业区，拎包入住,5250, 龙华,3室2厅3卫 74㎡ 南向 精装修 
西乡一号固戍站地铁口物业，花园小区,5800, 领航城,3室2厅3卫 82㎡ 南向 精装修 
碧家特惠单间 塘尾十三区 可短租 临商超公园 赠网拎包入住,600, 福永,1室1卫 25㎡ 南向 精装修 
单间 西丽麻磡单间仅999元 拎包入住 带车位 采光好,999, 大学城,1室1卫 13㎡ 南北向 精装修 
锦庐花园 朝南大三房 老客户房子 首次出租 看房方便有车位,14000, 农科中心,3室2厅3卫 87.00㎡ 北向 精装修 
精装三房（南北通透）双地铁站附近 家电家私齐全 拎包入住,3800, 沙井,3室2厅3卫 88.1㎡ 东南向 精装修 
（无）东方欣悦居 地铁旁 精装大单间 带阳台 随时入住,2130, 石厦,1室1卫 18.00㎡ 西向 精装修 
双龙地铁站 实图 带大阳台 精装修公寓 家私配齐 拎包入住,1400, 南联,2室1厅2卫 65㎡ 南北向 精装修 
龙胜新村 1室0厅1卫 1399元月 30平 独阳独卫,1399, 龙华,1室1卫 30㎡ 南向 精装修 
半山语林花园 1室 0厅1卫,3600, 西丽,1室1卫 30㎡ 东南向 精装修 
急租一号线坪洲地铁口房源 精装修带阳台 实图实价,1550, 坪洲,1室1厅1卫 29.00㎡ 东北向 精装修 
4号线龙华地铁口 押一付一 特价居家房源 独立厨卫,880, 美丽365花园,1室1卫 26㎡ 南向 精装修 
深圳租房光明公明天虹 精装单身公寓  免车位 拎包入住,700, 公明,1室1厅1卫 35.00㎡ 南向 精装修 
宝树台 1室0厅1卫,5500, 华强北,1室1卫 43㎡ 东向 精装修 
新天地名居东南向看香港山，新装修户型方正实用,4000, 黄贝岭,1室1厅1卫 39㎡ 东南向 精装修 
横岗地铁站荣德国际整租大单间业主直租拎包入住采光好精装修,1000, 横岗,1室1卫 15㎡ 南向 精装修 
松泉公寓 押一付一 有阳台 有电梯 打电话带你看房~,1820, 布心,1室1卫 23.00㎡ 东向 精装修 
龙辉花园 3室2厅1卫,6000, 西丽,3室2厅3卫 87㎡ 南向 精装修 
特价！岗厦 海鹰大厦 免费打扫 布心地铁口~有WiFi~,2290, 岗厦,1室1卫 19.00㎡ 东向 精装修 
近沙尾地铁站，精装修家私家电齐全，周边生活设施配套,1280, 新洲,1室1卫 10㎡ 东向 精装修 
皇岗地铁口凯悦绿城B座交通方便采光好配套齐全,9240, 皇岗,4室1厅4卫 130㎡ 南向 精装修 
上水花园 1室0厅1卫,850, 上水径,1室1卫 17㎡ 南向 简单装修 
天虹沃尔玛商圈，宝利豪庭三房两卫家私家电齐全婚房装修,3800, 松岗,3室2厅3卫 119㎡ 南向 精装修 
2房高层南向，看儿童公园，空气好，近山姆会员,8200, 农科中心,2室2厅2卫 81.73㎡ 南向 豪华装修 
南园村 采光充足，小区位置好，楼下有超市，交通方便,2050, 南山地铁口,1室 22.00㎡ 西向 精装修 
世界金融中心 2室1厅1卫,7500, 国贸,2室1厅2卫 51㎡ 南向 精装修 
精装单间！光前村 南北通透 有飘窗 近地铁珠光站,2000, 桃源村,1室1卫 22.00㎡ 南向 精装修 
彩虹新都  岗厦地铁口 卓悦中心旁  大两房住家好装修,7300, 岗厦,2室2厅2卫 105㎡ 南向 精装修 
长坑区 电梯房 精装 带空调 看上就能租 无中介,1450, 坂田,1室1卫 22.00㎡ 南向 精装修 
新银座华庭 2室1厅1卫,4500, 人民南,2室1厅2卫 48㎡ 北向 
现代城华庭 2室2厅1卫 7000元月  电梯房 精装修,7000, 南山中心区,2室2厅2卫 54㎡ 南向 精装修 
物业直租 西丽地铁口 青年公寓精装小复式 多种户型 随时看房,2000, 西丽,1室1厅1卫 30㎡ 南向 精装修 
圣莫丽斯复式小洋房，美式豪华装修，全齐急租，带顶楼天台,26800, 龙华,4室3厅4卫 272㎡ 南北向 豪华装修 
塘尾九区 2室1厅1卫,1500, 沙井,2室1厅2卫 65㎡ 南向 简单装修 
沙河荔园新村 干净卫生的小窝 还有一丝文艺气息 好房等您来,1890, 白石洲,1室 21.00㎡ 东向 精装修 
宇宏健康花城 舒适三房 自住装修标准 拎包入住,5600, 丹竹头,3室2厅3卫 89㎡ 东向 精装修 
康利城精装复式二房，仅，租3600一个月，全齐家私看房方便。,2800, 平湖,1室1厅1卫 49㎡ 东向 精装修 
花样年花好园 1室0厅1卫,3600, 下沙,1室1卫 35㎡ 南向 精装修 
滨海之窗22111元0室3厅3卫豪华装修采光好，拎包随,22111, 后海,3室2厅3卫 210.0㎡ 东南向 豪华装修 
优惠价3300铁东小区精装三居家私家电齐全,3850, 洪湖,3室1厅3卫 86㎡ 东向 精装修 
美思苑大厦 2室1厅1卫,5800, 翠竹,2室1厅2卫 84.50㎡ 南向 简单装修 
房子名称,房子价格,房子地段,房子简介
星航华府 精装两房  楼下天虹 环境舒适 房源真实 先到先得,4800, 宝安机场,2室2厅2卫 79.8㎡ 西南向 精装修 
龙华 百丽名苑 精装修2房出租 花园小区 停车免费 交通便利,2500, 观澜,2室1厅2卫 80㎡ 南北向 精装修 
优选好房 近地铁站年轻人小区友邻一房诚心出租,3800, 南头,1室1卫 30.26㎡ 北向 精装修 
业主急租精装实惠大单间 拎包入住 户型通透,3500, 信义,2室2厅2卫 67㎡ 南北向 精装修 
楼下吉之岛~丹竹头地铁站，时光里精装齐全公寓，拎包入住！,3500, 丹竹头,1室1厅1卫 60.00㎡ 南向 精装修 
全新装修，全新家私，拎包入住，急租诚租。,3700, 石厦,1室1厅1卫 45.39㎡ 南向 豪华装修 
港中旅花园精装四房急租，装修保养状态好，家私家电齐全,23000, 农科中心,4室2厅4卫 160.00㎡ 南北向 精装修 
龙华红山地铁口2房1厅 以前没有出租过 全新,6500, 民治,2室1厅2卫 78㎡ 南向 精装修 
宝树台，靓房出租，精装修,8000, 华强北,2室1厅2卫 46.00㎡ 西南向 精装修 
首租  精装朝南2房  带部分家电  仅租4800,4800, 布心,2室2厅2卫 75㎡ 南向 精装修 
罗湖金融中心 笋岗大型花园社区 朝南客厅带阳台出租,5500, 笋岗,2室2厅2卫 74㎡ 南向 精装修 
物业直租 地铁4号线  龙华 清湖  上塘 龙胜 富士康,1180, 清湖,1室1卫 12㎡ 南向 精装修 
星座传奇 1室1厅1卫 4800元月 46平 南北通透,4800, 石厦,1室1厅1卫 38㎡ 北向 简单装修 
来福士旁南园枫叶精装公园两房，家私齐全新装修，看房随时方便,5800, 南油,2室1厅2卫 42.0㎡ 南向 精装修 
罗湖口岸国贸金光华阳光新干线二房一厅一卫5500,5500, 国贸,2室1厅2卫 60.00㎡ 西南向 豪华装修 
品质三房，可看海景，诚心租，家电齐全，交通方便，生活便利。,9800, 沙嘴,3室2厅3卫 100㎡ 南向 精装修 
地铁口，新房源 前海东岸大两房 豪华装修 家私家电齐全,7100, 南头,3室2厅3卫 88.0㎡ 南北向 精装修 
华强南 7号线 中医院旁 医疗中心小区 近福星路,1800, 华强南,1室1卫 14㎡ 南向 简单装修 
上沙塘晏村 1室0厅1卫,2980, 上沙,1室1卫 30㎡ 南向 精装修 
蛇口港地铁口50米 2室1厅1卫 采光通透 配套齐全,6700, 深圳湾,2室1厅2卫 61㎡ 南向 精装修 
平湖守珍街 精装大两房 带阳台 可用明火做饭 适合居家,1880, 平湖,2室1厅2卫 60㎡ 南向 精装修 
联投东方 沃尔玛楼上精装3房 拎包入住 看花园 通风采光好,5000, 松岗,3室2厅3卫 85.91㎡ 北向 精装修 
宝湖新村 1室0厅1卫,1980, 清湖,1室1卫 25㎡ 南向 豪华装修 
中洲滨海华府(楼) 干净卫生的小窝 还有一丝文艺气息 好,2370, 上沙,1室1卫 18.00㎡ 南向 精装修 
人才住房补贴持续至12月 个人补贴可达980 龙岗企业专属,1663, 平湖,1室1卫 26㎡ 南北向 精装修 
免1月租金，按月返还租金！东龙新村 call我带你看房吧~,1710, 民治,1室1卫 19.00㎡ 西向 精装修 
怡泰大厦 1室1厅1卫,2900, 翠竹,1室1厅1卫 45㎡ 东南向 精装修 
宜城风景精装大三房！可配齐家电，南北通透 楼层好！看房方便,3900, 坪地,3室2厅3卫 100㎡ 南北向 精装修 
西丽5~7号线 精装公寓 靠近366大街 家私齐全 拎包入住,2200, 西丽,1室1卫 26㎡ 南向 精装修 
星河国际花园，朝南向3加1房，装修新，空房出租,13800, 购物公园,3室2厅3卫 143.6㎡ 南向 精装修 
深南花园 1室 0厅1卫,2700, 科技园,1室1卫 25㎡ 南向 精装修 
全新家私电，华强北地铁口 可拎包入住，独立厨卫，安全舒适,2280, 华强北,1室1卫 16㎡ 南向 精装修 
直租！石岩 精致两室一厅 大阳台 采光好 拎包入住,1500, 石岩,2室1厅2卫 58㎡ 南向 精装修 
公明二小旁百世珑庭 大三房面积大 户型方正 使用率高 可看房,2600, 公明,3室2厅3卫 95㎡ 南向 精装修 
劳动村 2室1厅1卫,3180, 坪洲,2室1厅2卫 45㎡ 南向 精装修 
龙胜元芬双地铁 签约减500 民水民电 南北通透通风采光好,1329, 龙华,1室1卫 30㎡ 南向 精装修 
近1号固戍站 无中介 房子干净舒适 家私家电齐全 押一付一,1480, 西乡,1室1厅1卫 25㎡ 南北向 精装修 
11号线福永站 福永中学 立新湖公园 金域豪庭 一车一位月付,1246, 福永,1室1卫 26㎡ 南向 精装修 
